,10283.000065842,10283.000065608,10283.000065606,10283.000065607,10283.000065617,10283.000065619,10283.000065622,10283.000065612,10283.000065615,10283.000065611,10283.000065621,10283.000065610,10283.000065620,10283.000065609,10283.000065614,10283.000065623,10283.000065618,10283.000065616,10283.000065840,10283.000065838,10283.000065835,10283.000065843,10283.000065834,10283.000065841,10283.000065827,10283.000065829,10283.000065818,10283.000065810,10283.000065817,10283.000065822,10283.000065820,10283.000065807,10283.000065808,10283.000065816,10283.000065824,10283.000065813,10283.000065809,10283.000065812
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,748.917021793669,1865.6458947845504,1698.559179533645,1106.5191160331194,1955.4978182040072,1512.340392579016,2657.9823576141725,2358.2192153170613,2247.3726579431836,1649.095957145181,2272.2379213793656,2053.2202241753394,1638.859900325727,3266.4693143978416,1744.7993843032282,1356.0105170533595,1956.4312117604582,2344.349804070536,2225.6320664521377,1316.275140623653,1453.1783474173258,220.23570355818427,6094.29221963405,8924.44959068764,2266.9832170684076,2506.5169175416536,2209.6569758872024,1464.7896483924387,1935.3627729066159,1475.0603871091603,1721.8529186762908,1422.1391083313638,1079.9841280944245,2108.7239586567284,1956.0096169659078,2246.85850450901,2079.8970108265858,2438.320559370977
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,180.0659216011665,602.681960038433,666.1566302341593,320.46907258018496,624.9188409333877,437.1435109666119,641.4895299779571,529.5524313433867,500.56441805218776,411.53278625458944,597.8209173496718,746.3924761580694,492.6982608898169,837.1580246794239,472.5833105452822,363.210540591142,472.06674681421265,625.7707015319885,567.2479574275709,213.5373382101726,194.62861183896166,0.1,739.5378570634872,2268.3458716611267,530.1534688301023,444.4204405012085,334.9810102930261,345.84390432204304,544.7800514120889,368.9459860386871,463.98232146298176,575.3500122648288,388.18937414699667,499.01949858084384,510.7750215351407,520.5667543454288,503.3458962017779,557.556485126164
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,100.5997198926897,291.3705839896105,296.34170408461745,163.0304310834669,303.60763399426753,222.59538587775555,357.6779899310952,306.8676646743144,291.3599440005983,225.49408479076658,318.84342540782234,342.6498953142155,246.23867785891656,452.47191348651006,248.41138332085276,191.98246662741937,263.24365297685586,331.3367930941393,307.4602805506926,149.58277800376803,154.26462560706813,0.1,626.6653507943805,1231.2207780084177,300.57344018066186,294.83913195697914,244.89479606202318,195.0829630663348,280.98642889913117,201.920015933295,244.5133632839269,252.77155261211882,179.06588362858014,281.1445636596755,273.45232935446535,296.6142768084178,280.24995838836605,319.94048842823355
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,210.35616072790688,613.056574734068,626.0032115646569,342.24005848806513,638.6601005078148,467.2619293100107,747.9718256966396,640.7448728435987,608.2603683641762,471.8830516675316,667.9762677039731,722.7106089518378,517.3194059313913,947.4034030321063,520.7401951191613,402.35479352000743,550.4892627338849,694.361432951538,643.6970277753416,310.246263842556,318.76012385187613,0.1,1292.5021040589004,2577.5273280659976,628.1384070803144,612.6190375639488,507.24719575565746,407.76646960659696,589.5047776113988,422.57088853394475,512.5134245796314,534.2976844771006,377.5949517543105,587.6825176083229,572.7913538522813,619.7428109487385,586.089047177094,668.2957336901238
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,196.06197980192454,595.7845388842042,624.2522795004268,327.5957456010582,619.7484616845875,447.1445214646533,697.5279435894486,591.2794681354596,560.6326239267323,442.19616649455855,630.7341462848626,713.5911373491873,497.7777399626972,891.2193015369455,493.75265732203485,380.8967675113443,513.3468412745016,657.0055082760213,605.0401384829045,272.8753065636756,272.6100481218066,0.1,1089.834958334422,2421.777414501993,583.0958606114981,545.9518621449081,441.71720582124107,379.05413261610175,562.0185725723657,396.11738015112076,485.59693837349903,534.9260154579695,372.27350811579464,546.4835753514125,540.2745308868091,574.5194561990013,546.7797102237337,618.3419388073627
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,168.52903178579444,414.9952205926774,374.1461762239333,247.29412835184775,435.19477164376804,338.0173900233935,598.0508159101388,531.8447814448804,506.9742009734944,370.6253033098912,509.707986661886,454.1135802461444,365.7001076840762,733.4311275611294,390.9688834495633,303.9779039930646,440.20390723092504,525.6026637913523,499.82743904217506,299.4291164795258,331.8612526534876,106.08124383760385,1394.1532397560377,2004.428210203773,510.6073482538365,569.0030767613079,503.3939301155595,329.820929128592,433.0244277636955,331.4853039967158,385.90191484827386,312.70653674174537,238.9998388859325,474.77735995938,438.8923166161734,506.22753305403836,467.9374924932686,549.5958516621935
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,325.2298409641084,626.943524018052,431.1445244652528,415.8149808272898,665.2102041258782,569.3386954667561,1151.3994032922224,1068.6203571461647,1023.2616283409031,698.2741860931455,925.5292615630073,591.1512379381411,594.3961175067889,1356.9473721606132,694.6049756383666,544.6653335234523,847.6251376716459,944.227807562071,928.3177809480252,694.0130507126836,815.0861186355373,2239.2669204902195,3509.4661171799735,3729.8257445170834,1002.2024141074301,1276.6392937996204,1192.981223896052,643.6513798895569,745.9958842893284,623.5791994874038,688.3068209265492,340.05154940977764,316.1857434622348,925.2511505525284,801.2969803637951,999.108373465084,899.3473867453828,1093.007960258154
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,65.6044691241418,212.3314036904276,230.58346834515382,114.1991367119346,220.40331435692704,155.80960699384926,233.60395312190718,194.69582953521268,184.24433601219562,149.2292547605276,215.38603584517602,260.053131780534,174.86822467435556,302.57153186921545,169.68332330389163,130.5823285296103,171.91220740789856,225.07013780596807,205.1579527257876,82.64010144398912,78.18803672311078,0.1,303.56808838379783,820.6746926809401,193.85499408584573,169.35922125061924,131.27646025110522,126.30160382411344,194.74673495737096,133.74827505029828,166.69469225573374,198.64420626670065,135.3875221416524,182.18649740622303,184.19000443604864,190.5854853511605,183.23338203578487,204.48748393920144
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,76.67000025223086,224.72266979998952,230.3006529801551,125.18981940501632,234.05981843883671,170.91576946907466,272.6386300506459,233.2263991038964,221.3671713725453,172.11517479305093,243.88893190271915,265.5065262449049,189.36893889027894,345.7361154531636,190.23783149361205,146.9573037116917,200.65458290733034,253.59368853729748,234.87915294448942,112.22428241195365,114.89776587790003,0.1,465.07107199406187,940.4659455891655,228.8184632700794,221.97385921585524,183.2526925070443,148.5689522352304,215.51962158455763,154.13586572029647,187.21379737748504,196.67426827117168,138.690149805448,214.13056057788162,209.1049112473134,225.7191002966548,213.6430996493445,243.3405505466772
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,80.65000430100193,243.2449234056986,253.72385514268854,134.109853866635,253.0949484837811,183.05928492560363,286.899079420338,243.66736622830234,231.0885582530284,181.71861586932022,258.8404746901436,290.533189775475,203.58865121552645,365.98748911317955,202.47446790167336,156.24006191240227,211.14512189840156,269.5211301406343,248.5013247889796,113.46999446533269,113.97652212938556,0.1,456.92437802963906,994.7406787899024,240.03331653986208,226.45674405941807,184.03203613424128,155.99909017175617,230.24226285588077,162.7729493701742,199.15625049874507,217.26874406891295,151.6077771702929,224.89070013353472,221.7607860087724,236.5618194639177,224.87878579165317,254.69561854714527
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,99.51672284058336,337.6373956703411,375.78069587257755,178.7213235178692,349.945729518073,243.76802322968138,354.6023476997363,291.5602739599906,275.4704703109933,227.8853287310166,331.9183704716662,419.97565318593695,275.2141256432306,464.2009377674066,262.7501227201371,201.8335768586368,260.9457264111206,347.6789072429635,314.44935111208457,114.97333588676332,102.99162219654211,0.1,387.27296668489225,1257.265564579202,292.5584406674026,240.94116916200576,179.3326578484604,190.94951853052305,303.43047457959597,204.32701256345862,257.9054992307492,324.87533399579735,218.33789098062303,275.55608743727794,283.4854092595599,287.11986071946006,278.27981304229434,307.29564242959407
